Codigo_Sucursal,Fecha_Venta,Codigo_Producto,Unidades_Vendidas,Total
11,20/07/2021,P165627,24,20.4
5,20/07/2021,P966547,96,427.7
1,20/07/2021,P513865,162,529.8
4,20/07/2021,P513865,132,433.2
6,20/07/2021,P958288,300,285
1,20/07/2021,P185447,600,480
4,20/07/2021,P966547,96,429.85
5,20/07/2021,P407780,180,669.1
12,20/07/2021,P185447,262,223.2
6,20/07/2021,P185447,36,28.8
4,20/07/2021,P958288,624,538.8
9,20/07/2021,P407780,1512,5518.8
12,20/07/2021,P407780,266,968.25
12,20/07/2021,P165627,1188,1008.9
9,20/07/2021,P966547,144,648
11,20/07/2021,P513865,30,100.8
12,20/07/2021,P966547,96,427.7
1,20/07/2021,P407780,321,1169
1,20/07/2021,P165627,588,537.6
5,20/07/2021,P105400,82,306.6
5,20/07/2021,P185447,24,26.4
11,20/07/2021,P105400,12,43.2
4,20/07/2021,P407780,84,303.95
4,20/07/2021,P639991,60,144
4,20/07/2021,P165627,36,30.6
9,20/07/2021,P958288,54,52.8
6,20/07/2021,P407780,1250,4557.2
12,20/07/2021,P229767,160,645.1
12,20/07/2021,P041436,72,270
4,20/07/2021,P229767,6,24.3
6,20/07/2021,P966547,48,213.85
6,20/07/2021,P041436,72,267.3
6,20/07/2021,P165627,12,10.2
11,20/07/2021,P407780,12,43.8
1,20/07/2021,P966547,60,270
5,20/07/2021,P165627,36,39
6,20/07/2021,P513865,186,626.4
12,20/07/2021,P513865,77,258.2
4,20/07/2021,P185447,24,19.2
5,20/07/2021,P229767,72,288.7
5,20/07/2021,P041436,144,534.6
1,21/07/2021,P639991,240,576
6,21/07/2021,P185447,12,9.6
11,21/07/2021,P513865,40,131.2
9,21/07/2021,P966547,96,432
9,21/07/2021,P105400,1296,4665.6
9,21/07/2021,P165627,120,102
11,21/07/2021,P105400,6,21.6
11,21/07/2021,P966547,12,75.6
4,21/07/2021,P513865,54,184.4
1,21/07/2021,P407780,1440,5234.8
4,21/07/2021,P105400,588,2096
1,21/07/2021,P966547,864,3888
5,21/07/2021,P407780,636,2302.85
5,21/07/2021,P185447,936,744
6,21/07/2021,P513865,492,1678.6
11,21/07/2021,P407780,1080,3902.25
5,21/07/2021,P165627,24,20.4
11,21/07/2021,P185447,36,28.8
12,21/07/2021,P105400,136,487
12,21/07/2021,P513865,34,111.4
1,21/07/2021,P513865,12,50.25
6,21/07/2021,P958288,24,22.8
6,21/07/2021,P407780,486,1758
6,21/07/2021,P639991,6,14.4
9,21/07/2021,P407780,1152,4204.8
1,21/07/2021,P165627,36,30.6
11,21/07/2021,P958288,24,28.8
5,21/07/2021,P513865,91,299.5
6,21/07/2021,P105400,18,64.8
6,21/07/2021,P165627,24,22.8
6,21/07/2021,P966547,240,1080
6,21/07/2021,P041436,24,90
12,21/07/2021,P185447,180,147.6
1,21/07/2021,P185447,1116,892.8
5,21/07/2021,P105400,384,1372
5,21/07/2021,P041436,396,1474.2
12,21/07/2021,P407780,112,408.8
12,21/07/2021,P165627,36,30.6
4,21/07/2021,P407780,756,2732.9
4,21/07/2021,P165627,24,20.4
1,21/07/2021,P105400,360,1285.6
1,21/07/2021,P041436,72,270
5,21/07/2021,P639991,2196,5270.4
11,21/07/2021,P639991,12,28.8
11,21/07/2021,P165627,12,14.4
4,21/07/2021,P958288,204,173.4
12,22/07/2021,P185447,96,76.8
4,22/07/2021,P105400,87,319
5,22/07/2021,P407780,600,2168.8
5,22/07/2021,P639991,12,28.8
11,22/07/2021,P407780,726,2623.4
12,22/07/2021,P513865,3,9.9
6,22/07/2021,P513865,84,274.8
9,22/07/2021,P407780,666,2422.95
12,22/07/2021,P165627,36,30.6
4,22/07/2021,P229767,6,24.3
6,22/07/2021,P407780,504,1834.3
4,22/07/2021,P639991,120,285.1
5,22/07/2021,P105400,636,2268.8
6,22/07/2021,P958288,612,520.2
1,22/07/2021,P185447,48,38.4
4,22/07/2021,P185447,12,13.2
5,22/07/2021,P966547,144,641.55
5,22/07/2021,P165627,612,519.3
4,22/07/2021,P165627,72,61.2
4,22/07/2021,P958288,60,51
5,22/07/2021,P185447,120,99.6
12,22/07/2021,P229767,24,97.2
1,22/07/2021,P407780,12,43.8
1,22/07/2021,P639991,60,144
4,22/07/2021,P407780,216,780.45
5,22/07/2021,P513865,228,745.2
11,22/07/2021,P513865,22,72.6
1,22/07/2021,P105400,264,942.6
1,22/07/2021,P041436,12,45
4,22/07/2021,P041436,144,534.6
11,22/07/2021,P639991,13,31.2
4,22/07/2021,P966547,144,641.55
11,22/07/2021,P165627,72,62.7
11,22/07/2021,P958288,12,10.2
6,22/07/2021,P185447,1248,1009.25
9,22/07/2021,P185447,126,102.6
12,22/07/2021,P407780,156,566.75
6,22/07/2021,P105400,508,1829.2
9,22/07/2021,P966547,48,213.85
9,22/07/2021,P105400,594,2130.6
6,22/07/2021,P229767,3,17.1
11,22/07/2021,P105400,732,2612.2
11,22/07/2021,P185447,84,67.2
1,22/07/2021,P513865,6,27.6
4,22/07/2021,P513865,72,235.2
5,22/07/2021,P041436,360,1336.5
4,23/07/2021,P229767,6,34.2
6,23/07/2021,P185447,24,19.2
12,23/07/2021,P105400,91,331.8
12,23/07/2021,P165627,84,71.4
1,23/07/2021,P105400,1710,6150.8
4,23/07/2021,P966547,78,348.85
4,23/07/2021,P041436,7200,27000
4,23/07/2021,P958288,36,34.8
5,23/07/2021,P185447,36,28.8
11,23/07/2021,P407780,36,131.4
5,23/07/2021,P639991,156,413.1
6,23/07/2021,P513865,12,39.6
9,23/07/2021,P513865,48,163.9
9,23/07/2021,P958288,9,10.8
12,23/07/2021,P958288,96,81.6
1,23/07/2021,P513865,18,59.4
4,23/07/2021,P407780,1512,5516.15
1,23/07/2021,P185447,96,80.4
5,23/07/2021,P105400,7386,26647.85
11,23/07/2021,P229767,6,24.3
1,23/07/2021,P639991,36,86.4
1,23/07/2021,P407780,1247,4557.6
4,23/07/2021,P165627,60,55.2
11,23/07/2021,P041436,6,22.5
6,23/07/2021,P229767,24,97.2
5,23/07/2021,P407780,5664,20695.85
5,23/07/2021,P165627,72,61.2
11,23/07/2021,P165627,324,279.6
6,23/07/2021,P966547,48,213.85
11,23/07/2021,P513865,159,536.3
6,23/07/2021,P407780,186,673.6
6,23/07/2021,P165627,84,71.4
9,23/07/2021,P105400,288,1034.2
9,23/07/2021,P407780,432,1574.15
6,23/07/2021,P105400,216,772.4
9,23/07/2021,P165627,57,56.4
12,23/07/2021,P041436,20,75
5,23/07/2021,P958288,72,61.2
6,23/07/2021,P041436,360,1350
11,23/07/2021,P958288,192,167.4
12,23/07/2021,P185447,208,166.4
1,23/07/2021,P966547,240,1080
4,23/07/2021,P105400,9288,33436.8
11,23/07/2021,P185447,84,77.4
5,23/07/2021,P966547,94,438.85
6,23/07/2021,P639991,24,57.6
6,23/07/2021,P958288,48,40.8
5,23/07/2021,P513865,132,433.2
4,23/07/2021,P185447,108,86.4
5,23/07/2021,P041436,36,135
11,23/07/2021,P966547,6,27
11,23/07/2021,P105400,2880,10368
12,23/07/2021,P407780,228,829.55
4,24/07/2021,P407780,24,87.6
12,24/07/2021,P229767,120,483.1
6,24/07/2021,P185447,36,30
9,24/07/2021,P105400,432,1550
9,24/07/2021,P185447,6,6.6
12,24/07/2021,P105400,92,331.2
1,24/07/2021,P966547,144,648
4,24/07/2021,P966547,2,12.6
6,24/07/2021,P513865,30,99.1
1,24/07/2021,P105400,528,1898.2
4,24/07/2021,P105400,1380,4968
11,24/07/2021,P407780,54,197.1
12,24/07/2021,P185447,378,302.4
